settlement_id,entity_type,entity_id,gross_paise,fee_paise,tax_paise,net_paise
setl_003400001,payment,pay_0034001440,109604,0,0,109604
setl_003400001,payment,pay_0034001455,82890,1658,298,80934
setl_003400001,payment,pay_0034001457,18356,367,66,17923
setl_003400001,payment,pay_0034001477,126373,2401,432,123540
setl_003400001,payment,pay_0034001499,402949,0,0,402949
setl_003400001,payment,pay_0034001629,7877,158,28,7691
setl_003400001,payment,pay_0034001639,367206,6977,1256,358973
setl_003400001,payment,pay_0034001677,49942,0,0,49942
setl_003400001,payment,pay_0034001694,152765,1528,275,150962
setl_003400001,payment,pay_0034001811,35864,681,6456,28727
setl_003400001,payment,pay_0034001820,124409,0,0,124409
setl_003400001,payment,pay_0034001861,33456,0,0,33456
setl_003400001,payment,pay_0034001889,122989,2460,443,120086
setl_003400001,payment,pay_0034001904,30246,0,0,30246
setl_003400001,payment,pay_0034001913,310539,5900,1062,303577
setl_003400001,payment,pay_0034001915,201562,3830,689,197043
setl_003400001,payment,pay_0034001997,14598,277,50,14271
setl_003400001,payment,pay_0034002000,110230,0,0,110230
setl_003400001,payment,pay_0034002029,52156,0,0,52156
setl_003400001,payment,pay_0034002075,51558,0,0,51558
setl_003400001,payment,pay_0034002116,25823,0,0,25823
setl_003400001,payment,pay_0034002155,125295,2381,429,122485
setl_003400001,payment,pay_0034002159,57691,577,104,57010
setl_003400001,payment,pay_0034002199,78449,0,0,78449
setl_003400001,payment,pay_0034002215,9501,0,0,9501
setl_003400001,payment,pay_0034002265,105178,0,0,105178
setl_003400001,payment,pay_0034002316,70669,0,0,70669
setl_003400001,payment,pay_0034002325,179126,0,0,179126
setl_003400001,payment,pay_0034002334,74472,0,0,74472
setl_003400001,payment,pay_0034002336,18574,0,0,18574
setl_003400001,payment,pay_0034002474,408845,0,0,408845
setl_003400001,payment,pay_0034002477,92183,1844,332,90007
setl_003400001,payment,pay_0034002483,129428,0,0,129428
setl_003400001,payment,pay_0034002568,27408,0,0,27408
setl_003400001,payment,pay_0034002591,126574,2531,456,123587
setl_003400001,payment,pay_0034002670,64343,0,0,64343
setl_003400001,payment,pay_0034002679,50657,1013,182,49462
setl_003400001,payment,pay_0034002719,320059,6401,1152,312506
setl_003400001,payment,pay_0034002745,18314,366,66,17882
setl_003400001,payment,pay_0034002767,140302,0,0,140302
setl_003400001,payment,pay_0034002868,43409,868,156,42385
setl_003400001,payment,pay_0034002883,347739,6955,1252,339532
setl_003400001,payment,pay_0034002995,168946,3379,608,164959
setl_003400001,payment,pay_0034003006,125194,0,0,125194
setl_003400001,payment,pay_0034003032,48799,0,0,48799
setl_003400001,payment,pay_0034003150,63198,1264,228,61706
setl_003400001,payment,pay_0034003182,58644,0,0,58644
setl_003400001,payment,pay_0034003196,67728,0,0,67728
setl_003400001,payment,pay_0034003251,229393,4588,826,223979
setl_003400001,payment,pay_0034003270,7130,143,26,6961
setl_003400001,payment,pay_0034003374,391957,7839,1411,382707
setl_003400001,payment,pay_0034003387,94226,0,0,94226
setl_003400001,payment,pay_0034003431,113438,0,0,113438
setl_003400001,payment,pay_0034003451,247375,0,0,247375
setl_003400001,payment,pay_0034003477,60919,0,0,60919
setl_003400001,payment,pay_0034003581,124457,0,0,124457
setl_003400001,payment,pay_0034003665,274247,0,0,274247
setl_003400001,payment,pay_0034003690,79737,0,0,79737
setl_003400001,payment,pay_0034003714,77793,1478,266,76049
setl_003400001,payment,pay_0034003757,108715,0,0,108715
setl_003400001,payment,pay_0034003810,12429,0,0,12429
setl_003400001,payment,pay_0034003843,34450,689,124,33637
setl_003400001,payment,pay_0034003855,604611,0,0,604611
setl_003400001,payment,pay_0034003940,51771,0,0,51771
setl_003400001,payment,pay_0034003943,62973,0,0,62973
setl_003400001,payment,pay_0034003950,102823,2056,370,100397
setl_003400001,payment,pay_0034003968,93340,420,76,92844
setl_003400001,refund,rfnd_0034003757,-108715,0,0,-108715
setl_003400002,payment,pay_0034000068,31970,607,109,31254
setl_003400002,payment,pay_0034000169,30814,585,105,30124
setl_003400002,payment,pay_0034000217,57145,0,0,57145
setl_003400002,payment,pay_0034000263,120433,0,0,120433
setl_003400002,payment,pay_0034000347,124005,0,0,124005
setl_003400002,payment,pay_0034000415,36304,0,0,36304
setl_003400002,payment,pay_0034000416,38176,764,138,37274
setl_003400002,payment,pay_0034000457,20474,205,37,20232
setl_003400002,payment,pay_0034000484,157295,3146,566,153583
setl_003400002,payment,pay_0034000488,175792,0,0,175792
setl_003400002,payment,pay_0034000491,155409,0,0,155409
setl_003400002,payment,pay_0034000555,77913,0,0,77913
setl_003400002,payment,pay_0034000573,233504,0,0,233504
setl_003400002,payment,pay_0034000575,195515,0,0,195515
setl_003400002,payment,pay_0034000604,63203,0,0,63203
setl_003400002,payment,pay_0034000658,27875,0,0,27875
setl_003400002,payment,pay_0034000659,17630,0,0,17630
setl_003400002,payment,pay_0034000691,104476,0,0,104476
setl_003400002,payment,pay_0034000725,5926,0,0,5926
setl_003400002,payment,pay_0034000742,760086,7601,1368,751117
setl_003400002,payment,pay_0034000839,16121,0,0,16121
setl_003400002,payment,pay_0034000866,77599,0,0,77599
setl_003400002,payment,pay_0034000877,163052,0,0,163052
setl_003400002,payment,pay_0034000959,52623,0,0,52623
setl_003400002,payment,pay_0034000964,25545,0,0,25545
setl_003400002,payment,pay_0034000996,37159,706,127,36326
setl_003400002,payment,pay_0034001006,48402,968,174,47260
setl_003400002,payment,pay_0034001043,27206,0,0,27206
setl_003400002,payment,pay_0034001056,449284,0,0,449284
setl_003400002,payment,pay_0034001094,107601,0,0,107601
setl_003400002,payment,pay_0034001096,20307,0,0,20307
setl_003400002,payment,pay_0034001129,79869,0,0,79869
setl_003400002,payment,pay_0034001172,251523,0,0,251523
setl_003400002,payment,pay_0034001188,151888,0,0,151888
setl_003400002,payment,pay_0034001211,27790,556,100,27134
setl_003400002,payment,pay_0034001214,9467,180,32,9255
setl_003400002,payment,pay_0034001219,19338,0,0,19338
setl_003400002,payment,pay_0034001304,70086,0,0,70086
setl_003400002,payment,pay_0034001319,190934,0,0,190934
setl_003400002,payment,pay_0034001331,136366,2727,491,133148
setl_003400002,payment,pay_0034001354,41220,0,0,41220
setl_003400002,payment,pay_0034001438,34097,682,123,33292
setl_003400002,payment,pay_0034001495,59939,1798,324,57817
setl_003400002,payment,pay_0034001538,267302,0,0,267302
setl_003400002,payment,pay_0034001586,417333,0,0,417333
setl_003400002,payment,pay_0034001603,31969,0,0,31969
setl_003400002,payment,pay_0034001667,61066,0,0,61066
setl_003400002,payment,pay_0034001682,15882,0,0,15882
setl_003400002,payment,pay_0034001713,66194,0,0,66194
setl_003400002,payment,pay_0034001795,18420,0,0,18420
setl_003400002,payment,pay_0034001805,63346,1267,228,61851
setl_003400002,payment,pay_0034001871,157826,0,0,157826
setl_003400002,payment,pay_0034001921,178295,3566,642,174087
setl_003400002,payment,pay_0034001990,111819,0,0,111819
setl_003400002,payment,pay_0034002021,46097,0,0,46097
setl_003400002,payment,pay_0034002022,142804,0,0,142804
setl_003400002,payment,pay_0034002043,82480,0,0,82480
setl_003400002,payment,pay_0034002067,41973,0,0,41973
setl_003400002,payment,pay_0034002073,60237,0,0,60237
setl_003400002,payment,pay_0034002083,93607,0,0,93607
setl_003400002,payment,pay_0034002136,27770,916,165,26689
setl_003400002,payment,pay_0034002225,185533,3711,668,181154
setl_003400002,payment,pay_0034002227,957063,0,0,957063
setl_003400002,payment,pay_0034002246,37646,0,0,37646
setl_003400002,payment,pay_0034002286,73664,0,0,73664
setl_003400002,payment,pay_0034002299,67027,0,0,67027
setl_003400002,payment,pay_0034002307,48403,0,0,48403
setl_003400002,payment,pay_0034002315,82746,1655,298,80793
setl_003400002,payment,pay_0034002317,61389,0,0,61389
setl_003400002,payment,pay_0034002365,86493,0,0,86493
setl_003400002,payment,pay_0034002497,33006,627,113,32266
setl_003400002,payment,pay_0034002505,137330,0,0,137330
setl_003400002,payment,pay_0034002515,36352,727,131,35494
setl_003400002,payment,pay_0034002522,44826,897,161,43768
setl_003400002,payment,pay_0034002529,38829,777,140,37912
setl_003400002,payment,pay_0034002548,373476,0,0,373476
setl_003400002,payment,pay_0034002564,28259,0,0,28259
setl_003400002,payment,pay_0034002607,61005,1220,220,59565
setl_003400002,payment,pay_0034002674,93777,1876,338,91563
setl_003400002,payment,pay_0034002727,86673,1733,312,84628
setl_003400002,payment,pay_0034002739,89839,1797,323,87719
setl_003400002,payment,pay_0034002798,325974,0,0,325974
setl_003400002,payment,pay_0034002813,23277,233,42,23002
setl_003400002,payment,pay_0034002823,74878,0,0,74878
setl_003400002,payment,pay_0034002829,31838,0,0,31838
setl_003400002,payment,pay_0034002889,302129,3021,544,298564
setl_003400002,payment,pay_0034002945,34062,0,0,34062
setl_003400002,payment,pay_0034003018,66334,0,0,66334
setl_003400002,payment,pay_0034003059,29250,0,0,29250
setl_003400002,payment,pay_0034003095,43877,878,158,42841
setl_003400002,payment,pay_0034003101,16772,335,60,16377
setl_003400002,payment,pay_0034003113,1145434,21763,3917,1119754
setl_003400002,payment,pay_0034003175,160589,0,0,160589
setl_003400002,payment,pay_0034003241,177787,0,0,177787
setl_003400002,payment,pay_0034003255,92364,1847,332,90185
setl_003400002,payment,pay_0034003260,15989,160,29,15800
setl_003400002,payment,pay_0034003318,48387,0,0,48387
setl_003400002,payment,pay_0034003336,80683,0,0,80683
setl_003400002,payment,pay_0034003420,70782,1416,255,69111
setl_003400002,payment,pay_0034003494,123631,1236,222,122173
setl_003400002,payment,pay_0034003500,99688,0,0,99688
setl_003400002,payment,pay_0034003505,23167,0,0,23167
setl_003400002,payment,pay_0034003507,127065,2541,457,124067
setl_003400002,payment,pay_0034003547,144674,0,0,144674
setl_003400002,payment,pay_0034003637,40281,0,0,40281
setl_003400002,payment,pay_0034003659,76347,0,0,76347
setl_003400002,payment,pay_0034003667,57346,0,0,57346
setl_003400002,payment,pay_0034003711,132750,2655,478,129617
setl_003400002,payment,pay_0034003858,350221,7004,1261,341956
setl_003400002,payment,pay_0034003876,39462,789,142,38531
setl_003400002,payment,pay_0034003916,36600,695,125,35780
setl_003400002,payment,pay_0034003919,202009,0,0,202009
setl_003400002,payment,pay_0034003922,59282,0,0,59282
setl_003400002,payment,pay_0034003933,82919,0,0,82919
setl_003400002,payment,pay_0034003952,25271,0,0,25271
setl_003400002,payment,pay_0034003966,29944,299,54,29591
setl_003400002,payment,pay_0034003983,15034,0,0,15034
setl_003400002,payment,pay_0034003990,23345,233,42,23070
setl_003400002,payment,pay_0034003994,75090,1502,270,73318
setl_003400002,refund,rfnd_0034002813,-12276,0,0,-12276
setl_003400003,payment,pay_0034000103,481730,0,0,481730
setl_003400003,payment,pay_0034000108,181300,0,0,181300
setl_003400003,payment,pay_0034000173,38791,0,0,38791
setl_003400003,payment,pay_0034000180,66817,0,0,66817
setl_003400003,payment,pay_0034000181,188192,0,0,188192
setl_003400003,payment,pay_0034000214,64743,1295,233,63215
setl_003400003,payment,pay_0034000216,10847,0,0,10847
setl_003400003,payment,pay_0034000247,75308,0,0,75308
setl_003400003,payment,pay_0034000256,116376,2328,20948,93100
setl_003400003,payment,pay_0034000301,12287,0,0,12287
setl_003400003,payment,pay_0034000356,54405,1034,186,53185
setl_003400003,payment,pay_0034000378,35120,0,0,35120
setl_003400003,payment,pay_0034000396,132391,2648,477,129266
setl_003400003,payment,pay_0034000426,130196,2604,469,127123
setl_003400003,payment,pay_0034000477,17811,356,64,17391
setl_003400003,payment,pay_0034000544,17641,353,64,17224
setl_003400003,payment,pay_0034000558,109099,0,0,109099
setl_003400003,payment,pay_0034000682,93056,1861,335,90860
setl_003400003,payment,pay_0034000731,84031,0,0,84031
setl_003400003,payment,pay_0034000804,23918,0,0,23918
setl_003400003,payment,pay_0034000814,42616,0,0,42616
setl_003400003,payment,pay_0034000824,95571,3154,568,91849
setl_003400003,payment,pay_0034000832,42309,0,0,42309
setl_003400003,payment,pay_0034000845,150192,3004,541,146647
setl_003400003,payment,pay_0034000870,432913,0,0,432913
setl_003400003,payment,pay_0034000872,289758,0,0,289758
setl_003400003,payment,pay_0034000900,68449,684,123,67642
setl_003400003,payment,pay_0034000933,44654,893,161,43600
setl_003400003,payment,pay_0034000938,79108,0,0,79108
setl_003400003,payment,pay_0034000950,25510,255,46,25209
setl_003400003,payment,pay_0034000967,23206,232,42,22932
setl_003400003,payment,pay_0034001046,151871,0,0,151871
setl_003400003,payment,pay_0034001075,172985,3460,623,168902
setl_003400003,payment,pay_0034001099,53664,1073,193,52398
setl_003400003,payment,pay_0034001122,91927,0,0,91927
setl_003400003,payment,pay_0034001181,94304,0,0,94304
setl_003400003,payment,pay_0034001192,115521,0,0,115521
setl_003400003,payment,pay_0034001239,85557,1711,308,83538
setl_003400003,payment,pay_0034001269,20354,204,37,20113
setl_003400003,payment,pay_0034001272,64676,647,116,63913
setl_003400003,payment,pay_0034001299,135442,0,0,135442
setl_003400003,payment,pay_0034001322,44646,446,80,44120
setl_003400003,payment,pay_0034001422,60690,0,0,60690
setl_003400003,payment,pay_0034001444,73342,1467,264,71611
setl_003400003,payment,pay_0034001446,143507,0,0,143507
setl_003400003,payment,pay_0034001532,10150,0,0,10150
setl_003400003,payment,pay_0034001597,92210,0,0,92210
setl_003400003,payment,pay_0034001598,41995,840,151,41004
setl_003400003,payment,pay_0034001617,116639,2216,399,114024
setl_003400003,payment,pay_0034001618,10287,103,19,10165
setl_003400003,payment,pay_0034001663,308850,0,0,308850
setl_003400003,payment,pay_0034001697,102748,0,0,102748
setl_003400003,payment,pay_0034001733,85833,1717,309,83807
setl_003400003,payment,pay_0034001808,171293,0,0,171293
setl_003400003,payment,pay_0034001815,31056,621,112,30323
setl_003400003,payment,pay_0034001825,163047,3098,558,159391
setl_003400003,payment,pay_0034001891,42574,0,0,42574
setl_003400003,payment,pay_0034001937,41470,0,0,41470
setl_003400003,payment,pay_0034001947,19328,0,0,19328
setl_003400003,payment,pay_0034001951,8398,0,0,8398
setl_003400003,payment,pay_0034002061,230355,4607,829,224919
setl_003400003,payment,pay_0034002101,286578,0,0,286578
setl_003400003,payment,pay_0034002105,45138,858,154,44126
setl_003400003,payment,pay_0034002106,43787,832,150,42805
setl_003400003,payment,pay_0034002146,30445,609,110,29726
setl_003400003,payment,pay_0034002157,171225,3253,586,167386
setl_003400003,payment,pay_0034002186,60686,0,0,60686
setl_003400003,payment,pay_0034002212,115655,0,0,115655
setl_003400003,payment,pay_0034002264,236412,0,0,236412
setl_003400003,payment,pay_0034002279,24040,0,0,24040
setl_003400003,payment,pay_0034002283,67793,0,0,67793
setl_003400003,payment,pay_0034002362,103960,0,0,103960
setl_003400003,payment,pay_0034002401,189355,0,0,189355
setl_003400003,payment,pay_0034002412,128011,0,0,128011
setl_003400003,payment,pay_0034002413,56091,0,0,56091
setl_003400003,payment,pay_0034002421,38142,763,137,37242
setl_003400003,payment,pay_0034002496,28037,0,0,28037
setl_003400003,payment,pay_0034002520,74728,0,0,74728
setl_003400003,payment,pay_0034002527,47557,951,171,46435
setl_003400003,payment,pay_0034002565,133127,0,0,133127
setl_003400003,payment,pay_0034002600,37187,0,0,37187
setl_003400003,payment,pay_0034002641,167960,1680,302,165978
setl_003400003,payment,pay_0034002647,336501,0,0,336501
setl_003400003,payment,pay_0034002649,76973,0,0,76973
setl_003400003,payment,pay_0034002683,40981,820,148,40013
setl_003400003,payment,pay_0034002721,35196,704,127,34365
setl_003400003,payment,pay_0034002756,92667,1853,334,90480
setl_003400003,payment,pay_0034002792,24802,0,0,24802
setl_003400003,payment,pay_0034002843,14090,282,51,13757
setl_003400003,payment,pay_0034002848,21599,0,0,21599
setl_003400003,payment,pay_0034002873,79000,0,0,79000
setl_003400003,payment,pay_0034002880,18459,369,66,18024
setl_003400003,payment,pay_0034002898,52942,1747,314,50881
setl_003400003,payment,pay_0034002914,46461,0,0,46461
setl_003400003,payment,pay_0034003015,159091,0,0,159091
setl_003400003,payment,pay_0034003026,41727,0,0,41727
setl_003400003,payment,pay_0034003036,142793,2856,514,139423
setl_003400003,payment,pay_0034003054,275955,0,0,275955
setl_003400003,payment,pay_0034003072,38450,0,0,38450
setl_003400003,payment,pay_0034003103,69720,0,0,69720
setl_003400003,payment,pay_0034003134,71449,714,129,70606
setl_003400003,payment,pay_0034003156,73757,0,0,73757
setl_003400003,payment,pay_0034003173,15752,0,0,15752
setl_003400003,payment,pay_0034003183,165075,3302,594,161179
setl_003400003,payment,pay_0034003184,116876,0,0,116876
setl_003400003,payment,pay_0034003208,24294,0,0,24294
setl_003400003,payment,pay_0034003209,33238,0,0,33238
setl_003400003,payment,pay_0034003288,40947,819,147,39981
setl_003400003,payment,pay_0034003299,71545,0,0,71545
setl_003400003,payment,pay_0034003333,129743,1297,233,128213
setl_003400003,payment,pay_0034003335,64128,1218,219,62691
setl_003400003,payment,pay_0034003377,50793,0,0,50793
setl_003400003,payment,pay_0034003404,551168,0,0,551168
setl_003400003,payment,pay_0034003491,321754,0,0,321754
setl_003400003,payment,pay_0034003508,37762,755,136,36871
setl_003400003,payment,pay_0034003511,455643,0,0,455643
setl_003400003,payment,pay_0034003528,294465,5595,1007,287863
setl_003400003,payment,pay_0034003564,37532,0,0,37532
setl_003400003,payment,pay_0034003572,37618,715,129,36774
setl_003400003,payment,pay_0034003594,32126,643,116,31367
setl_003400003,payment,pay_0034003608,20313,386,69,19858
setl_003400003,payment,pay_0034003689,319263,6385,1149,311729
setl_003400003,payment,pay_0034003696,72611,0,0,72611
setl_003400003,payment,pay_0034003770,118601,0,0,118601
setl_003400003,payment,pay_0034003782,564038,0,0,564038
setl_003400003,payment,pay_0034003795,45844,0,0,45844
setl_003400003,payment,pay_0034003867,180815,0,0,180815
setl_003400003,payment,pay_0034003910,185090,5553,1000,178537
setl_003400003,payment,pay_0034003913,73072,0,0,73072
setl_003400003,payment,pay_0034003928,57028,0,0,57028
setl_003400003,refund,rfnd_0034000051,-333943,0,0,-333943
setl_003400003,refund,rfnd_0034001753,-62047,0,0,-62047
setl_003400004,payment,pay_0034000002,30175,0,0,30175
setl_003400004,payment,pay_0034000059,154463,3089,556,150818
setl_003400004,payment,pay_0034000096,72753,0,0,72753
setl_003400004,payment,pay_0034000156,95677,0,0,95677
setl_003400004,payment,pay_0034000185,62011,0,0,62011
setl_003400004,payment,pay_0034000258,20570,0,0,20570
setl_003400004,payment,pay_0034000284,112119,0,0,112119
setl_003400004,payment,pay_0034000312,547886,0,0,547886
setl_003400004,payment,pay_0034000333,75929,0,0,75929
setl_003400004,payment,pay_0034000335,227489,0,0,227489
setl_003400004,payment,pay_0034000344,137903,2758,496,134649
setl_003400004,payment,pay_0034000469,106520,2024,364,104132
setl_003400004,payment,pay_0034000475,57067,1141,205,55721
setl_003400004,payment,pay_0034000517,124470,2365,426,121679
setl_003400004,payment,pay_0034000569,50589,0,0,50589
setl_003400004,payment,pay_0034000629,49791,0,0,49791
setl_003400004,payment,pay_0034000673,46851,0,0,46851
setl_003400004,payment,pay_0034000680,33503,670,121,32712
setl_003400004,payment,pay_0034000689,119712,2275,410,117027
setl_003400004,payment,pay_0034000722,24863,497,89,24277
setl_003400004,payment,pay_0034000730,277781,5278,950,271553
setl_003400004,payment,pay_0034000772,20716,414,75,20227
setl_003400004,payment,pay_0034000817,283707,0,0,283707
setl_003400004,payment,pay_0034000841,20598,412,74,20112
setl_003400004,payment,pay_0034000878,13719,261,47,13411
setl_003400004,payment,pay_0034000880,53828,0,0,53828
setl_003400004,payment,pay_0034000882,67686,0,0,67686
setl_003400004,payment,pay_0034001010,345412,0,0,345412
setl_003400004,payment,pay_0034001019,224919,0,0,224919
setl_003400004,payment,pay_0034001077,119859,0,0,119859
setl_003400004,payment,pay_0034001092,88495,0,0,88495
